Doc_Id,Review,Cleaned Data,Sentimental Analysis
Review 75,"Joker is basically the lite edition or postmodern version of Fight Club or the Scorsese films it lifts from. It's interesting to see how easily words like masterpiece and groundbreaking are being used for this, and that is the one joke that this movie successfully pulls off. It's just a whole lot of self-seriousness and posturing and is essentially hollow. It pretends to say a lot but ends up saying very little or nothing at all, not about the character nor about the society he's part of.

It is also 'Joker' only in name and has very little to do with the super-villain. I'm all for a different interpretation and even an origin story for the joker but this movie fails to recognise or capture his spirit. Even 'Proto-Joker' doesn't quite do it justice, and I can think of a dozen more suitable titles e.g. Arthur, The Untalented Mr. Fleck, Smoker, Poser etc. Infact he's more akin to a less dangerous but also mentally unstable villain like Ratcatcher or Calendar Man though just with a clown theme, and is not even close to embodying the joker's extreme form of nihilism. It's not that it has to be a comic-book accurate portrayal, that would be irrelevant if it was genuinely a good movie. But far from being a masterpiece , it doesn't quite manage even that. It fails not just as an inaccurate portrayal of the Joker's spirit or essence, but also as a film about a person going over the edge.

The weakest aspect of the movie for me is the poor to average direction. The movie lacks any of the subtlety and nuance that I was hoping for and what unfolds is not as much character development as it is things happening to Arthur. A good example of the poor writing and direction is the very Trump-like and one-dimensional Thomas Wayne character. This first became obvious during a scene in which some people happened to know the entire lyrics to a clown song. In a movie that otherwise tries very hard to be realistic that felt very unnecessary and took me out of the experience and it felt very contrived and predictable after that. It takes too many obvious liberties and plot conveniences to move the story forward in an unnatural and unrefined way, and ultimately felt like they tried to disguise the poor writing and direction with a dark and gritty atmosphere instead of those elements complementing each other.

The only reason to watch this movie is Phoenix's performance, which while not groundbreaking is good enough to earn an awards nomination or two. I wouldn't put it in the same league as Heath Ledger's portrayal but they were two very different roles and characters. Ledger made his joker seem effortless while one can really see the strain and work Phoenix puts in. To put it simply, Ledger made it seem natural and didn't look like he was acting while with Phoenix you really know that he is, even to the extent that it may seem like overacting at times. Perhaps owing to the more physical nature of this version of whoever this character is supposed to be, that's not necessarily a criticism.

Overall an average film at best that pretends to be a lot more. I don't see this one ageing well or being remembered decades later the way Fight Club or the Scorsese movies it's ""inspired"" by, or CBM's like Dark Knight or Logan or even Tim Burton's Batman, are remembered today.",joke basic like edit postmodern version fight club score film lift interest see easili word like masterpiec groundbreak use one joke movi success pull whole lot selfseri pour essenti hollow pretend say lot end say littl noth charact societi he part also joke name littl supervillain in differ interpret even origin stori joke movi fail recognis captur spirit even protojok doesn quit justic think dozen suitabl titl eg arthur talent mr fleck smoker power etc intact he akin le danger also mental unstabl villain like ratcatch calendar man though clown theme even close embodi joke extrem form nihil comicbook accur portray would irrelev genuin good movi far masterpiec doesn quit manag even fail inaccur portray joke spirit essenc also film person go edg nearest aspect movi poor averag direct movi lack subtl franc hope unfold much charact develop thing happen arthur good exampl poor write direct trumplik onedimension thoma wayn charact first becam obviou scene peopl happen know entir lyric clown song movi otherwis tri hard realist felt unnecessari took experi felt contriv predict take mani obviou liberti plot conveni move stori forward unnatur undefin way ultim felt like tri disguis poor write direct dark gritti atmospher instead element complement reason watch movi phoenix perform groundbreak good enough earn award nomin two wouldn put leagu heath ledger portray two differ role charact ledger made joke seem effortless one realli see strain work phoenix put put simpli ledger made seem natur didn look like act phoenix realli know even extent may seem like oper time perhap owe physic natur version whoever charact suppos that necessarili critic overal averag film best pretend lot dont see one be well rememb decad later way fight club score move inspir cm like dark knight loan even tim button batman rememb today,Negative
Review 76,"People are so hyped about it because it's so pretentious, that it makes them feel like ""enlightened"" ones. I haven't heard a good review of this movie from smart or intelligent people. Only those whose main movie list consists of actions and comedies call this a piece of art.

A wife of a friend even called those who hadn't liked the movie ""lemmings"" but she's the one from the countryside who dreams of expensive brands and it actually made me laugh my ass out. Now you have an idea who this movie was made for.

The plot is the main weakness. The Phoenix overplays and it feels uncomfortable to watch. The camera work feels very cheap and the overall boredom of the movie makes you start noticing all the imperfections. I would give it 5-6 out of 10 but there are too many pretentious dummies who gave 10 points so I'll even out the difference.",peopl hope pretens make feel like enlighten one haven heard good review movi smart intellig peopl whose main movi list consist action remedi call piec art wife friend even call hadn like movi leg she one countrysid dream expens band actual made laugh as idea movi made plot main weak phoenix overlay feel uncomfort watch camera work feel cheap overal boredom movi make start notic imperfect would give 56 10 mani pretens duti gave 10 point ill even differ,Negative
Review 77,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!!",movi excel amaz begin joaquin person seen evolv joke end joke difficult charact think joaquin,Positive
Review 78,"I was so looking forward to this film given all the hype about brilliant acting etc but yet again what a let down!

The film had no real storyline in the past or the present and although the acting was brilliant I had real trouble understanding the plot, if at all there was one.

ONE STAR IS FOR THE ACTORS",look forward film given hope brilliant act etc yet let film real storylin past present although act brilliant real troubl understand plot one one star actor,Negative
Review 79,"Please go watch this movie! This is the first time I've ever wrote a review on this app and I've been using it to read reviews for years! That's how good this film is. Very dark, grimy and disturbing, exactly how an origin film about the joker should be. I have no doubt it will win multiple oscars. Do yourself a favor and go see it!!!",plea go watch movi first time give ever wrote review pp give use read review year that good film dark grim disturb exactli origin film joke doubt win multipl scar favor go see,Positive
Review 80,"They say it's all in the writing. And this is a great example of that. Good acting and production values cannot save a script steeped in tiresome stereotypes and a failure to delve into a character's identity. We meet the Joker when already imbalanced and his so-called descent into madness is really a couple weeks away; far from a descent, it's a stroll. This is not a character study, despite claims to the contrary. It's a showcase of a good actor overly contorting his body and laughing manically as a mistaken expression of madness. Where is the past? Where are the influences? Where are the conflicts? What are the seminal moments that create the spiral? Perhaps if he had really had that relationship, and had it gone sour, it would justify a descent. Instead, it's a fait accompli. This is lazy writing, focused more on fancy long shots of Joaquin Phoenix dancing crazily than producing something of value to the franchise.",say write great exampl good act product valu can not save script step tiresom stereotyp failur delv charact ident meet joke alreadi balanc call descent mad realli coupl week away far descent stroll charact studi despit claim contrari showcas good actor overlay contort bodi laugh magic mistaken express mad past influenc conflict semin moment creat spiral perhap realli relationship gone sour would justifi descent instead fait accompli lazi write focus fanci long shot joaquin phoenix danc crazi produc someth valu franchis,Negative
Review 81,"Joaquin Phoenix just playing Joaquin Phoenix. Boring, Twisted, Sick piece of crap. A one and done movie.",joaquin phoenix play joaquin phoenix bore twist sick piec cap one done movi,Negative
Review 82,"Story was just really unconvincing. Nobody really cares that much about some random dude who is as ineloquent and uninspired as the joker is. The hype portraying the movie as painful and cruel is just cringe. To see this rated better than ""One flew over cuckoos nest"" that shows way better cruelty saddens me.",stori realli convinc nobodi realli care much random due eloqu inspir joke hope portray movi pain cruel cring see rate better one flew cuckoo nest show way better cruelti sadden,Negative
Review 83,"The performance of Joaquin is excellent but the story simply don't have anything to do with the Joker, it's more about a mentaly ill man struggling with his chaotic enviroment until it's overwhelmed and snaps. I would be a much better film if the title was ""Arthur"" or ""The Clown"" but the fact that it's forced to be related to the batman universe it's why i feld it didn't work.",perform joaquin excel stori simpli dont anyth joke mental ill man struggl chronic environ overwhelm snap would much better film titl arthur clown fact forc relat batman univers felt didn work,Negative
Review 84,"Joaquin Phoenix is good. The directing is pretty good. The writing is absolutely awful. This movie is trying so hard to be relevant and to have a 'message' that it just throws a jumbled mess of quasi-commentary at you hoping something will stick. It is completely unclear what exactly writer/director Todd Phillips is actually trying to say, if anything. Is Joker a hero of the resistance or is he an incel? Does he go crazy because he's mentally ill or because people are mean to him? Both rich people and poor people are horrible to Joker so what exactly is the class commentary? It's also confusing how Robert De Niro when this movie is clearly ripping off Taxi Driver in many ways, also with a little Mr. Robot thrown in. There's also a subplot with a neighbor that is so incredibly stupid and pointless, which actually has no bearing on the story whatsoever. The movie is also just listless and boring throughout much of it. A movie can be slow-paced without it being boring if interesting things are happening that are driving the plot towards it's conclusion. The only thing driving the story in this movie is knowing that he's going to become joker at some points, not anything that actually happens in the movie. The movie also spends like 5 minutes making fun of a little person for no clear reason. Also for people saying that this movie does a good job saying why you should be nicer to people especially if they're lonely or have mental health issues: firstly you shouldn't need a movie like this to be nice to people, secondly you can make a movie like that where the lonely/mentally ill person doesn't become a murderer since mentally ill people are more likely to be victims than perpetrators of crime, and thirdly if you want a movie showing why you need to empathize with criminals why not movies about all the people of color who have been victims of mass incarceration and were locked up on nonviolent charges instead of a movie about a white male becoming a mass murderer. This movie is terrible.",joaquin phoenix good direct pretti good write absolut aw movi tri hard relev messag throw tumbl mess quasicommentari hope someth stick complet unclear exactli writerdirector told phillip actual tri say anyth joke hero resist icel go crazi he mental ill peopl mean rich peopl poor peopl horribl joke exactli class commentari also confus robert de no movi clearli lip taxi driver mani way also littl mr root thrown there also subplot neighbor incred stupid painless actual bear stori whatsoev movi also listless bore throughout much movi slowpac without bore interest thing happen drive plot toward conclus thing drive stori movi know he go becom joke point anyth actual happen movi movi also spend like 5 minut make fun littl person clear reason also peopl say movi good job say nicer peopl especi there lone mental health issu firstli shouldn need movi like nice peopl secondli make movi like lonelyment ill person doesn becom murder sinc mental ill peopl like victim perpetr crime thirdli want movi show need sympath crimin move peopl color victim mass incarcer lock nonviol charg instead movi white male becom mass murder movi terribl,Negative
Review 85,Best acting and story. This is an Oscar winning movie,best act stori oscar win movi,Positive
Review 86,"This film tries desperately to devillify the most stylish and charismatic villain in the DC universe and excruciatingly transform him into a poster child for mental illness in the most tedious manner possible.. This version of the Joker lacks any semblance of style, luster, flair, or charisma, leaving me to wonder why anyone would bother investing the time and money required to create this turkey, much less watch it.

They've murdered the Joker for the sake of some social commentary and PC promotion. I don't deny that mental illness is a real issue or that attention should be brought to it, but folks watch movies about supervillians to see super-villainy, not a 2 hour public service announcement. I hung in there as long as I could hoping for this movie to redeem itself, but about 3 quarters of the way through I could take no more of watching it spin it's wheels.

If you are a fan of the Jack Nicholson or Heath Ledger versions of the Joker then you will likely find this film as painful to watch as I did.",film tri desper devillifi stylish charismat villain do univers excruci transform poster child mental ill tediou manner possibl version joke lack semblanc style luster flair charisma leav wonder anyon would bother invest time money requir creat turkey much le watch they murder joke sake social commentari pp promot dont deni mental ill real issu attent brought folk watch move supervillian see supervillaini 2 hour public servic announc hung long could hope movi redeem 3 quarter way could take watch spin wheel fan jack nicholson heath ledger version joke like find film pain watch,Negative
Review 87,"Somehow the darkest and most serious movies get the highest ratings. People say that this movie is so thrilling and that Joaquin Phoenix deserves an Oscar but at the end of the day, it wasn't entertainment. There were so many evil moments and dark scenes but what's so good about that?

This movie was almost like instructions on how to be a psycho. They flipped the usual idea and boundaries of good and evil for the audience to feel sorry for the bad guy. People seem to think this is a good thing. It's bad!

The point of a movie is to entertain audiences and this movie just made me feel depressed and miserable. I'll have to watch a movie where the hero is clear and the villain is clear so I can actually be entertained. The fundemental and successful formula for a film.",somehow dark seriou move get highest rate peopl say movi thrill joaquin phoenix deserv oscar end day want entertain mani evil moment dark scene what good movi almost like instruct psychic slip usual idea boundari good evil audienc feel sorri bad guy peopl seem think good thing bad point movi entertain audienc movi made feel depress miser ill watch movi hero clear villain clear actual entertain fundament success formula film,Positive
Review 88,"""Joker"" is nor a ""masterpiece"" nor is it ""flawless"" as this board boasts. It's mirely a decent origin, albeit heavy-handed as sin, with choppy flow, poor directing decisions at moments, and part brilliant part wildly overacting on Phoenix's part. The heavy handed nature of mental illness is not written well... It highlghts many different illnesses with none of which feeling whole or handled with much, if any, sense of understanding. Sprinkle in are a few light-hearted moments to remind you that ""hey, he's still funny at times""... But with the strained mental illness angle it's difficult to laugh at these moments without a bit on introspection of what it is and who it is you're laughing at. The real ""danger"" this movie poses is that it's another Hollywood blunder with mental health and its handling... Which does way more harm than good.

There is no great existential pandering, ss some are saying... ""it's deep"", ""my feels"", ""It's not a superhero movie it's a character study"", regardless of what anyone wants to categorize it as.. I'll consider it a generous 3.",joke masterpiec lawless board boat mere decent origin albeit heavyhand sin happi flow poor direct decis moment part brilliant part wildli oper phoenix part heavi hand natur mental ill written well highlight mani differ ill none feel whole handl much sen understand sprinkl lightheart moment remind hey he still funni time strain mental ill angl difficult laugh moment without bit introspect your laugh real danger movi pose anoth hollywood blunder mental health handl way harm good great existenti wander is say deep feel superhero movi charact studi regardless anyon want categori ill consid gener 3,Negative
Review 89,"The reality, far from fiction!! That what's made the movie,,, the oscar winner actor made a new joker rivalry with heath ledger joker, better joker in some people opinion.. piece of art",realiti far fiction what made movi oscar winner actor made new joke rivalri heath ledger joke better joke peopl opinion piec art,Negative
Review 90,"Yesterday was that day, when I understand, that I have touched history. This movie will drag you in your deepest thoughts, in your darkest secrets and suffering. This masterpiece will grind you, like a meat grinder and you will watch it in silence and with open mouth. Like the whole cinema will. I don't like comics movie, marvel is very pompous, absurd and insipid. In my opinion. It's not an art, it's just an attraction. As DC movies was too. But now DC made history, the made art and made drama. To be more understandable. When you watch for example Avengers or League of Justice you are eating McDonald's hamburger. But when you watch Joker you are eating 1000$ stake in the most luxurious restaurant in the world.",yesterday day understand touch histori movi drag deepest thought dark secret suffer masterpiec grind like meat grinder watch silenc open mouth like whole cinema dont like comic movi marvel pompou absurd insipid opinion art attract do move do made histori made art made drama understand watch exampl avenu leagu justic eat macdonald hamburg watch joke eat 1000 stake luxuri restaur world,Positive
Review 91,"Is it just me or does anyone over 30 see they kind of ripped off ""the King of Comedy (1982)""?",anyon 30 see kind grip king comedi 1982,Negative
Review 92,I sat through this slowwwwww movie and would gladly have left half way into it. Its a boring movie until the last 5 minutes... overhyped as usual....the violence must have been cut out of the version i seen as i think i have seen more gore in a disney movie,sat slowwwwww movi would gladli left half way bore movi last 5 minut overhyp usualth violenc must cut version seen think seen more dinner movi,Negative
Review 93,"Joker is without a doubt my new favorite DC film. It's dark and gritty but with enough psychological twists that it keeps you guessing from beginning to end. Nothing can be taken at face value and the film forces you to think from beginning to end. Don't listen to the critics, this one is worth watching multiple times in theaters.",joke without doubt new favorit do film dark gritti enough psycholog twist keep guess begin end noth taken face valu film forc think begin end dont listen critic one worth watch multipl time theater,Positive
Review 94,"To say it was satisfying would be somewhat misleading. Joaquin Phoenix makes you feel uncomfortable almost the entire time. I couldn't help thinking about Christian Bale in The Machinist and Robert De Niro in Taxi Driver. With those comparisons, clearly I have some high praise on the acting.

The film itself slowly builds momentum, but when it builds...it's really builds. Those looking for traditional comic book action may feel it moves a bit slow, but it's pace allows for the transformation to not feel superficial. When you walk out of the theater you won't know exactly how to feel, but you'll surely want to know how everyone else feels about it.",say satisfi would somewhat mislead joaquin phoenix make feel uncomfort almost entir time couldn help think christian abl machin robert de no taxi driver comparison clearli high prais act film slowli build momentum buildsit realli build look tradit comic book action may feel move bit slow pace allow transform feel superfici walk theater wont know exactli feel you sure want know everyon el feel,Positive
Review 95,What a legendary character and what a legendary performance by the actor. I was not able to move on from the Heath ledger performance but this movie is totally worth it. This movie deserves an oscar. It showcased the never before seen origin of The Joker himself and you will love it.,legendari charact legendari perform actor abl move heath ledger perform movi total worth movi deserv oscar showcas never seen origin joke love,Positive
Review 96,"Disturbing. Just got out of the movie. My humor was much better before seeing it. At first feel pity for the guy suffering, but he lacks charm and then well he is just a killer. Heath Ledger was far better.",disturb got movi humor much better see first feel piti guy suffer lack charm well killer heath ledger far better,Negative
Review 97,"Wow I honestly gotta tell you, it's one of the best movies I've seen in years. All from the cinematography, thumping and sadden soundtrack, all the way to the OMG performance by Joaquin Phoenix, it's dark, it's evolving, twisting and wow just you can feel deep down to your bones his emotions portraying the Joker.

Just alone watching hearing The Jokers laugh is so twisty and evil and you could hear his sadness coming out from his mouth. You could hear the hours of practice just on the laugh alone and his method acting is perfectly on point along with his subtle gestures and dance that is done perfectly as the Joker should be. This movie has all the psychological twisting that made you believed and immersed into the movie, I was totally shocked and overwhelmed by everything even after I left the cinema. Just mind-blowned.

When I was watching in just now in the cinema, more than half the cinema cheered and applauded on certain scenes. And almost the entire patron stayed until the last credit. If u looked closely even Joker costume were evolving and changing from time to time based on his journey and experienced and just looked at the final and true form just looked absolutely stunning. Just the excitement and the dialogues told by The Joker is just so heart-crushing and it just made me felt so bad for the Joker, and it's the first time where I sided with the evil character or maybe he is the hero of this movie, who knows ?

Honestly, u have to watch it, it's one of the best performance u be watching in a Long time, movies like this deserves to be watched on the Big Screen, go find the best cinema in town and enjoy the wild ride of emotions and fear and anger, just satisfying!!",now honestli gutta tell one best move give seen year cinematographi thump sadden soundtrack way org perform joaquin phoenix dark revolv twist now feel deep bone emot portray joke alon watch hear joke laugh twist evil could hear sad come mouth could hear hour practic laugh alon method act perfectli point along subtl gestur danc done perfectli joke movi psycholog twist made believ immers movi total shock overwhelm everyth even left cinema mindblown watch cinema half cinema cheer applaus certain scene almost entir patron stay last credit u look close even joke costum revolv chang time time base journey experienc look final true form look absolut stun excit dialogu told joke heartcrush made felt bad joke first time side evil charact mayb hero movi know honestli u watch one best perform u watch long time move like deserv watch big screen go find best cinema town enjoy wild ride emot fear anger satisfi,Positive
Review 98,"While I enjoyed the film, it felt pretty short. When ""The End"" appeared on the screen I couldn't help but think - ""That's it?""

Joaquin Phoenix was fantastic with his new take on the Joker, and it's mesmerizing to see his facial expressions keep changing. And his Joker laugh is unique - sinister and full of Joker's madness.

However despite some minor plot twists, most of interesting bits in the film have already been shown in the trailers. Don't expect much action like in The Dark Knight trilogy. Despite the much hyped gun violence, there are less guns in this movie than in any other Batman flick.

This is not a bad film, but it's not a great one either. Watch it only for Joaquin's performance.",enjoy film felt pretti short end appear screen couldn help think that joaquin phoenix fantast new take joke mesmer see facial express keep chang joke laugh uniqu sinist full joke mad howev despit minor plot twist interest bit film alreadi shown trailer dont expect much action like dark knight trilog despit much hope gun violenc le gun movi batman flick bad film great one either watch joaquin perform,Negative
Review 99,Only 1% audience who think what they do is always correct like this film and try to project their actions as ultimate to the entire world.. a harmful film for the society. But jokers acting is top notch. Director might have utilized him better than this.,1 audienc think alway correct like film tri project action ultim entir world harm film societi joke act top notch director might util better,Negative
Review 100,"I am not a Batman fan nor am I particularly fond of Joaquin Phoenix, but this movie was truly exceptional. It started slow but built to a viscerally satisfying crescendo. I never thought I would be rooting for the Joker, but found that I did so throughout the movie. The Joker's pain was so palpable. I am filling out my Oscar pool card right now.

PS This movie is dark and violent and decidedly not a super hero movie. Leave the kids at home.",batman fan particularli fond joaquin phoenix movi truli except start slow built viscer satisfi crescent never thought would foot joke found throughout movi joke pain palpabl fill oscar pool card right is movi dark violent decidedli super hero movi leav kiss home,Positive
Review 101,"I was underwhelmed - to say it friendly - but not surprised by the fact. Because Hollywood has lost its magic looong time ago. IMHO no. bo. dy gives a damn about Darth Vader's Childhood or Joker's relationship with his mother. All we want for centuries is a proper boogeyman. If you overpaid LaLaLand-Schmocks won't jump from the stupid Prequel-explains-it-all-train - please give us at least solid filmmaking. Joker is a mess. No story, no finesse, no build-up, no surprises, no ideas. But a load of layman-psychology that should make even 12y olds roll their eyes; a cacophony of more or less unrelated scenes; cheesy taxi-driver-moments without any impact; massive overacting by Phoenix and no subtle sinister Joker moments except for the two second Elevator-Scene we all know (and love) from the trailer. rating 9.0? A joke. Heath Ledger, I miss you.",underwhelm say friendli surpris fact hollywood lost magic long time ago who to dy give damn earth order childhood joke relationship mother want centuri proper boogeyman overlaid lalalandschmock wont jump stupid prequelexplainsitalltrain plea give u least solid filmmak joke mess stori fine build surpris idea load laymanpsycholog make even by old roll eye cacophoni le unrel scene chees taxidrivermo without impact massiv oper phoenix subtl sinist joke moment except two second elevatorscen know love trailer rate 90 joke heath ledger miss,Negative
Review 102,"Acting, Cinematography, Music, Screenplay, Costumes, Gotham etc everything is 10/10.Oscar worthy performanceby by Joaquin Phoenix.Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.",act cinematographi music screenplay costum gothic etc everyth 1010oscar worthi perform joaquin phoenixamaz direct told phillip amaz cinematographi lawrenc her,Positive
Review 103,I saw this movie 2 times. It's a masterpiece. Every time I saw this this movie it made me cry and I can feel the pain of the character. joaquin performance is marvelous. In the conclusion I can say it is best movie of the dc.,saw movi 2 time masterpiec everi time saw movi made cri feel pain charact joaquin perform marvel conclus say best movi do,Positive
Review 104,"Truly a masterpiece, The Best Hollywood film of 2019, one of the Best films of the decade... And truly the Best film to bring a comic book so chillingly and realistically to real ife. Remarkable Direction, Cinematography, Music and the Acting. Some people are surprised to find it DISTURBING and VIOLENT, but it's a necessity and message. It's about society and reflects those underappreciated/unrecognized/bullied people, proving they can do something too. The way it shows class difference, corruption and how rich and talented rule others around them is not exaggerated and that's what makes it different. It's BELIEVABLE. There could be multiple JOKERs living in our society that could shake those around them in much bitter way than the film shows making people uncomforting people. Consider this a wake up call, a message, but first a film. A PERFECT film.",truli masterpiec best hollywood film 2019 one best film decad truli best film bring comic book willingli realist real if remark direct cinematographi music act peopl surpris find disturb violent necess messag societi reflect underappreciatedunrecognizedbulli peopl prove someth way show class differ corrupt rich talent rule other around exagger that make differ believ could multipl joke live societi could shake around much bitter way film show make peopl comfort peopl consid wake call messag first film perfect film,Positive
Review 105,"The acting, cinematography, sound design and the script itself are phenomenal. The film deserved its Oscar.

Joker deserved to be presented at Venice Film Festival, an event that regards cinema as a form of art, because this film is far from a blockbuster or a mere entertainer movie, as most films in the genre are.

It focuses on the psyche of the main character, as it slowly crumbles under the pressure of society. And thus, Joaquin Phoenix does a wonderful performance, earning almost surely a nomination at the oscars at least. It's a take on the Joker that differs from Ledger's, but I'd say that both are equally as good. The main difference might be that Ledger's joker is a rational that acts insane, while Phoenix's is insane to the root.",act cinematographi sound design script phenomenon film deserv oscar joke deserv present venic film festiv event regard cinema form art film far blockbust mere entertain movi film gene focus psychic main charact slowli crumbl pressur societi thu joaquin phoenix wonder perform earn almost sure nomin scar least take joke differ ledger id say equal good main differ might ledger joke ration act insan phoenix insan root,Positive
Review 106,"If you plan on watching this I would suggest skipping to the last 20 or 30mins. Otherwise it's completely boring, I thought people were saying this was suppose to be better then Heath Ledgers joker? Not to say this joker doesn't have potential but they just spent 90% of the movie showing that he has a mental issue.",plan watch would suggest ship last 20 30min otherwis complet bore thought peopl say suppos better heath ledger joke say joke doesn potenti spent 90 movi show mental issu,Negative
Review 107,"If it wasn't for the title and make-up, you wouldn't know it was based on the comic-book character. First of all, the real Joker is not a weak and unconfident pushover. Not even in his genesis stage. The real Joker had a high tolerance for pain, could fight and was intelligent. Which made him dangerous due to his insanity. When Joaquin shoots the guy on the subway, he does it out of cowardice. They try to make up for it with the Murray shooting scene. There is no way that Joaquin's Joker will ever fill the shoes of the badass Joker in the comics, not even the different incarnations by different comic authors....and just forget about even coming close to Heath Ledger's portrayal. They should have just called the movie something totally different and forget about trying to make the connection.",want titl make wouldn know base comicbook charact first real joke weak confid pushov even genesi stage real joke high toler pain could fight intellig made danger due insan joaquin shoot guy subway cowardic tri make murray shoot scene way joaquin joke ever fill shoe adam joke comic even differ inclin differ comic authorsand forget even come close heath ledger portray call movi someth total differ forget tri make connect,Positive
Review 108,"Wow, what a movie! I have to admit, When I first heard Joaquin Phoenix was going to be the joker, I was surprised. I wasn't sure how he was going to pull it off. I was hoping it wasn't going to be another cheesy rendition full of fluff and unrealistic explanations of how the Joker came to be. One where my (adult) son wouldn't have to keep nudging me to wake me up. I was pleasantly surprised on well Todd Phillips' version played and Joaquin's acting was superb. You could feel the anguish his character was going through right up to the point he lost his mind. Just an excellent, well acted movie that you almost forget is derived from a DC comic.",now movi admit first heard joaquin phoenix go joke surpris want sure go pull hope want go anoth chees condit full fluff realist explan joke came one adult son wouldn keep nudg wake pleasantli surpris well told phillip version play joaquin act superb could feel anguish charact go right point lost mind excel well act movi almost forget deriv do comic,Positive
